"Onliner ID";Раздел;Производитель;Товар;Артикул;id-предложения;Цена;Валюта;"Описание предложения";Изготовитель;Импортер;"Сервисный центр";Гарантия;"Срок доставки по Минску";"Срок доставки по РБ";"Только для юр. лиц";"Наличие на складе";"В наличии на складе";"Срок рассрочки по Халве";"Onliner Prime";"Цена по промокоду";"Повышенная рассрочка Minipay";"Кредит на «Родныя тавары»"
2165037;"Графические планшеты";Huion;"Kamvas 13 (космический черный)";"KAMVAS 13 BLACK";2165037001;1099,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Шэньчжэнь Хуион Аниматион Технолоджи Цо. ЛТД. Здание Чиіоп, Парк Высоких Технологий Шифенг, Шэньчжэнь, Китай.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;7;8;нет;;нет;;нет;1089,00;нет;нет
2886456;Процессоры;Intel;"Core i7-12700";CM8071504555019;2886456001;1099,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка по Минску и РБ и отличное обслуживание — все для приятных покупок";"Интел Корпорейшн. 2200 Мишн Колледж, Бульвар Санта Клара, Калифорния 95054, США.";"ТрайдексБелПлюс ООО 223016 Минская обл. Минский р-н Новодворский с/с, 33/1-8 к.64 р-н д. Большое Стиклево";"г.Минск, ул. Быховская, д. 35";12;3;4;нет;;нет;;нет;0,00;нет;нет
4609033;"Оперативная память";Samsung;"8ГБ DDR5 SODIMM 5600 МГц M425R1GB4BB0-CWMOD";M425R1GB4BB0-CWMOD;4609033001;219,00;BYN;"OEM поставка. В наличии 1шт. Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка по Минску и РБ и отличное обслуживание";"Асрок ИНК. 2Ф., Г. № 37, Зд. 2, Йхонгянг С. Ш., Тайбэй, Тайбэй 112, Тайвань (Р. О. Ц.).";"ТрайдексБелПлюс ООО 223016 Минская обл. Минский р-н Новодворский с/с, 33/1-8 к.64 р-н д. Большое Стиклево";"г.Минск, ул. Быховская, д. 35";12;1;3;нет;;нет;;нет;0,00;нет;нет
4760592;"Блоки питания";"be quiet!";"Power Zone 2 850W";BP007EU;4760592001;744,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка по Минску и РБ и отличное обслуживание — все для приятных покупок";"Асрок ИНК. 2Ф., Г. № 37, Зд. 2, Йхонгянг С. Ш., Тайбэй, Тайбэй 112, Тайвань (Р. О. Ц.).";"ТрайдексБелПлюс ООО 223016 Минская обл. Минский р-н Новодворский с/с, 33/1-8 к.64 р-н д. Большое Стиклево";"г.Минск, ул. Быховская, д. 35";12;1;2;нет;in_stock;да;;нет;0,00;нет;нет
4674849;"Беспроводные и портативные колонки";Bose;"SoundLink Max (черный)";;4674849001;1499,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;1489,00;нет;нет
4674864;"Беспроводные и портативные колонки";Bose;"SoundLink Max (синий)";;4674864001;1499,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;1489,00;нет;нет
4754050;"Беспроводные и портативные колонки";Bose;"SoundLink Flex 2nd Gen (черный)";887612-0100;4754050001;629,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;619,00;нет;нет
1915557;"Беспроводные и портативные колонки";Bose;"SoundLink Micro (оранжевый)";;1915557001;899,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;889,00;нет;нет
4754045;"Беспроводные и портативные колонки";Bose;"SoundLink Flex 2nd Gen (розовый)";;4754045001;629,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;619,00;нет;нет
4754044;"Беспроводные и портативные колонки";Bose;"SoundLink Flex 2nd Gen (синий)";887612-0200;4754044001;629,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;619,00;нет;нет
4754057;"Беспроводные и портативные колонки";Bose;"SoundLink Home (серебристый)";;4754057001;999,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;989,00;нет;нет
4754060;"Беспроводные и портативные колонки";Bose;"SoundLink Home (черный)";;4754060001;999,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;989,00;нет;нет
5024585;"Саундбары и домашние кинотеатры";Bose;"Solo Soundbar 2";845194-1100;5024585001;999,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Босе Корпорейшн. США, Фрамингем, Массачусетс 01701, 100 горной дороге.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;989,00;нет;нет
4761203;Экшен-камеры;DJI;"Osmo Action 4 Standard Combo";"2024261 Standard Combo";4761203001;1149,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Да-Йианг Инноватионс Сайнс энд Технолоджи Цо. ЛТД. 14-й этаж, Западное крыло, Скывортх том здании полупроводниковые разработки № 18 Южная 4-я ул. Гаосинь, Заречье наншан, 518057 Шенжен, Китай.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;7;6;нет;;нет;;нет;1139,00;нет;нет
4637755;Конструкторы;LEGO;"Super Mario 71440 Приключения с интерактивным Луиджи";71440;4637755001;299,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"его АС. ДК-7190 Биллунд, Дания.";"ТрайдексБелПлюс ООО";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;289,00;нет;нет
5099737;Конструкторы;LEGO;"Star Wars 75426 Smart Play Сокол Тысячелетия";75426;5099737001;369,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"его АС. ДК-7190 Биллунд, Дания.";"ТрайдексБелПлюс ООО";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;359,00;нет;нет
5094570;Конструкторы;LEGO;"Star Wars 75399 Звёздный истребитель повстанцев U-wing";75399;5094570001;249,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"его АС. ДК-7190 Биллунд, Дания.";"ТрайдексБелПлюс ООО";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;239,00;нет;нет
4961288;Конструкторы;LEGO;"Ninjago Додзе Тени Волчьей Маски 71813";71813;4961288001;549,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ТрайдексБелПлюс ООО";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;539,00;нет;нет
4791025;Конструкторы;LEGO;"Architecture 21062 Фонтан Треви";21062;4791025001;499,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;489,00;нет;нет
4616858;Конструкторы;LEGO;"Technic Грузовик Volvo FMX и электрический экскаватор EC230 42175";42175;4616858001;699,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"его АС. ДК-7190 Биллунд, Дания.";"ТрайдексБелПлюс ООО";"ТрайдексБелПлюс ООО";12;6;7;нет;;нет;;нет;589,00;нет;нет
5100280;Конструкторы;LEGO;"Editions 43020 Официальный кубок чемпионата мира FIFA";43020;5100280001;649,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит ";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;639,00;нет;нет
4791059;Конструкторы;LEGO;"Technic 42207 Гоночная машина Ferrari SF-24";42207;4791059001;749,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;739,00;нет;нет
4456761;Конструкторы;LEGO;"Technic 42171 Mercedes-AMG F1 W14 E Performance";42171;4456761001;699,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;689,00;нет;нет
3122287;Конструкторы;LEGO;"Creator Expert 10300 Back to the Future Time Machine";10300;3122287001;818,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"его АС. ДК-7190 Биллунд, Дания.";"ТрайдексБелПлюс ООО";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;808,00;нет;нет
5040707;Конструкторы;LEGO;"Fortnite 77076 Ресторан Durrr Burger";77076;5040707001;209,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;199,00;нет;нет
4153652;Конструкторы;LEGO;"Icons 10318 Конкорд";10318;4153652001;799,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;789,00;нет;нет
4622780;Конструкторы;LEGO;"Icons 10341 Космическая пусковая система NASA Artemis";10341;4622780001;1149,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;1139,00;нет;нет
1524201;Конструкторы;LEGO;"Harry Potter 71043 Замок Хогвартс";71043;1524201001;1599,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;1589,00;нет;нет
4663985;Конструкторы;LEGO;"Icons 10337 Lamborghini Countach 5000 Quattrovalvole";10337;4663985001;739,00;BYN;"Оригинал. Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;729,00;нет;нет
1331802;Конструкторы;LEGO;"City 60198 Грузовой поезд";60198;1331802001;749,00;BYN;"ОРИГИНАЛ. В нашем интернет-магазине Вы найдете технику по лучшим ценам. Грамотная консультация. Официальная гарантия. Быстрая доставка в любую точку Беларуси. Не работаем  с картами рассрочки:халва, красная карта, черепаха и т.д.! Рассрочка и кредит";"Лего АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция»";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;739,00;нет;нет
4107399;"Блоки питания";"be quiet!";"Straight Power 12 1200W BN339";BN339;4107399001;998,99;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка по Минску и РБ и отличное обслуживание — все для приятных покупок";"Асрок ИНК. 2Ф., Г. № 37, Зд. 2, Йхонгянг С. Ш., Тайбэй, Тайбэй 112, Тайвань (Р. О. Ц.).";"ТрайдексБелПлюс ООО 223016 Минская обл. Минский р-н Новодворский с/с, 33/1-8 к.64 р-н д. Большое Стиклево";"г.Минск, ул. Быховская, д. 35";12;1;2;нет;in_stock;да;;нет;0,00;нет;нет
4664625;"Наушники и гарнитуры";JBL;"Live Buds 3 (синий)";JBLLIVEBUDS3BLU;4664625001;549,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Харман Интернешнл Индастриес ИНК. 8400 Бульвар Бальбоа, Нортридж, Калифорния 91329-0001 США";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;539,00;нет;нет
4695651;"Наушники и гарнитуры";Oppo;"Enco Air4 Pro (черный)";;4695651001;349,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Оппо Электроникс Корпорейшн ЛТД. Китай, нет.28, ИНДУСТРИАЛЬНЫЙ ПАРК СИНЬАНЬ, ЧЕНВУ, ВУША ДЕРЕВНЯ, ГОРОДОК ЧАНГ'АН, ГОРОД ДОНГГУАН, ПРОВИНЦИЯ ГУАНДУН.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;339,00;нет;нет
4695646;"Наушники и гарнитуры";Oppo;"Enco Air4 Pro (белый)";;4695646001;349,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Оппо Электроникс Корпорейшн ЛТД. Китай, нет.28, ИНДУСТРИАЛЬНЫЙ ПАРК СИНЬАНЬ, ЧЕНВУ, ВУША ДЕРЕВНЯ, ГОРОДОК ЧАНГ'АН, ГОРОД ДОНГГУАН, ПРОВИНЦИЯ ГУАНДУН.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;339,00;нет;нет
3981288;"Наушники и гарнитуры";JBL;"Endurance Peak 3 (белый)";JBLENDURPEAK3WT;3981288001;399,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Харман Интернешнл Индастриес ИНК. 8400 Бульвар Бальбоа, Нортридж, Калифорния 91329-0001 США";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;5;6;нет;;нет;;нет;394,00;нет;нет
4965600;Пылесосы;Karcher;"FCV 4 Extra+ 1.056-134.0";1.056-134.0;4965600001;1599,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"Альфред Керхер ГМБХ энд Компани КГ. Альфред Керхер-Штрассе 28-40, 71364 Винненден, Германия.";"ТрайдексБелПлюс ООО";"г.Минск ул.Быховская д.35";12;5;6;нет;;нет;;нет;1590,00;нет;нет
5101354;Конструкторы;LEGO;"Editions 43019 Футбольный мяч";43019;5101354001;449,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;439,00;нет;нет
4664737;Конструкторы;LEGO;"Art 31213 Мона Лиза";31213;4664737001;349,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;339,00;нет;нет
4869997;Конструкторы;LEGO;"Art 31215 Винсент Ван Гог — Подсолнухи";31215;4869997001;659,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;649,00;нет;нет
5145791;Конструкторы;LEGO;"Art 31220 Клод Моне — Мост через пруд с водяными лилиями";31220;5145791001;699,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;689,00;нет;нет
4946144;Конструкторы;LEGO;"Technic 42215 Гибридный экскаватор Volvo EC500";42215;4946144001;0,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;0,00;нет;нет
4791042;Конструкторы;LEGO;"City 60472 Свалка с автомобилями";60472;4791042001;349,00;BYN;"Ваш надежный онлайн-магазин, где вы найдете широкий ассортимент товаров высокого качества по выгодным ценам. Удобное расположение: 300м от метро Ковальская Слобода. Быстрая доставка и отличное обслуживание — все для приятных покупок";"его АС. ДК-7190 Биллунд, Дания.";"ООО «АйТи Дистрибуция» Минский р-н, Боровлянский с/с, д. Дроздово, 103/3-7, пом. 7-50";"г.Минск ул.Быховская д.35";12;6;7;нет;;нет;;нет;339,00;нет;нет
